,Transcript ID,Position,Score
196,ENST00000009589,324,0.2216793
197,ENST00000009589,391,0.275468
198,ENST00000009589,507,0.06815729
199,ENST00000022615,7,0.009672792
200,ENST00000022615,75,0.002727242
201,ENST00000022615,93,0.037504368
202,ENST00000022615,156,0.04535745
203,ENST00000022615,164,0.014431215
204,ENST00000022615,245,0.014543579
205,ENST00000022615,264,0.61893046
206,ENST00000022615,271,0.31255013
207,ENST00000022615,294,0.029863385
208,ENST00000022615,300,0.067298144
209,ENST00000022615,314,0.035548538
210,ENST00000022615,355,0.1563993
211,ENST00000022615,359,0.02714195
212,ENST00000022615,384,0.095129535
213,ENST00000022615,472,0.44913328
214,ENST00000022615,540,0.25625953
215,ENST00000022615,556,0.07480467
216,ENST00000022615,597,0.1945668
217,ENST00000022615,677,0.001966099
218,ENST00000022615,687,0.016960526
219,ENST00000022615,698,0.069955006
220,ENST00000022615,711,0.004703903
221,ENST00000022615,758,0.157153
222,ENST00000022615,799,0.922179
223,ENST00000022615,815,0.03967967
224,ENST00000022615,839,0.81593496
225,ENST00000022615,867,0.24883279
226,ENST00000022615,907,0.6639459
227,ENST00000022615,970,0.22174968
228,ENST00000022615,1021,0.97032934
229,ENST00000022615,1213,0.41183922
230,ENST00000022615,1264,0.0035789027
231,ENST00000022615,1333,0.0026931888
232,ENST00000023939,99,0.8884753
233,ENST00000023939,131,0.061299685
234,ENST00000023939,151,0.074433684
235,ENST00000023939,306,0.041267525
236,ENST00000023939,358,0.01528834
237,ENST00000023939,367,0.018978013
238,ENST00000023939,375,0.0015940057
239,ENST00000023939,405,0.08121214
240,ENST00000023939,467,0.03812873
241,ENST00000023939,516,0.0096129
242,ENST00000023939,528,0.011027018
243,ENST00000023939,540,0.027931815
244,ENST00000023939,752,0.025734164
245,ENST00000023939,797,0.0020883163
246,ENST00000023939,805,0.003938446
247,ENST00000023939,832,0.012050553
248,ENST00000023939,875,0.1537499
249,ENST00000023939,920,0.029170502
250,ENST00000023939,1014,0.07755885
251,ENST00000023939,1306,0.8296825
252,ENST00000023939,1420,0.00862041
253,ENST00000023939,1427,0.9153464
254,ENST00000023939,1470,0.19760181
255,ENST00000023939,1523,0.03426886
256,ENST00000009041,186,0.03873313
257,ENST00000009041,244,0.00038529554
258,ENST00000009041,261,0.060430583
259,ENST00000009041,276,0.008143206
260,ENST00000009041,416,0.9262248
261,ENST00000009041,441,0.04690407
262,ENST00000009041,455,0.0050712666
263,ENST00000009041,501,0.1602319
264,ENST00000009041,531,0.014015337
265,ENST00000009041,613,0.06342967
266,ENST00000009041,641,0.0025738212
267,ENST00000009041,653,0.017156208
268,ENST00000009041,807,0.0033239974
269,ENST00000009041,811,0.045958035
270,ENST00000009041,928,0.012655436
271,ENST00000009041,933,0.032758918
272,ENST00000009041,943,0.008476752
273,ENST00000009041,955,0.10481728
274,ENST00000009041,987,0.006715439
275,ENST00000009041,1086,0.017078824
276,ENST00000009041,1206,0.26516438
277,ENST00000009041,1224,0.0087457
278,ENST00000009041,1268,0.08029252
279,ENST00000009041,1286,0.0058900523
280,ENST00000009041,1381,0.00046928824
281,ENST00000009041,1407,0.012233486
282,ENST00000009041,1458,0.00880785
283,ENST00000009041,1573,0.030732714
284,ENST00000009041,1667,0.0012918289
285,ENST00000005340,609,0.29203108
286,ENST00000005340,655,0.94502485
287,ENST00000005340,671,0.12509571
288,ENST00000005340,733,0.09937291
289,ENST00000005340,739,0.0070098788
290,ENST00000005340,817,0.15640464
291,ENST00000005340,880,0.014338426
292,ENST00000005340,911,0.6183901
293,ENST00000005340,1094,0.09329651
294,ENST00000005340,1226,0.7523937
295,ENST00000005340,1247,0.0007805768
296,ENST00000005340,1253,0.17124636
297,ENST00000005340,1262,0.19194904
298,ENST00000005340,1298,0.23156616
299,ENST00000005340,1330,0.020741146
300,ENST00000005340,1406,0.009308795
301,ENST00000005340,1441,0.0641656
302,ENST00000005340,1547,0.10191262
303,ENST00000005340,1561,0.0055539897
304,ENST00000005340,1590,0.7404774
305,ENST00000005340,1604,0.0068833805
306,ENST00000005340,1661,0.085342884
307,ENST00000005340,1802,0.14302008
308,ENST00000005340,1850,0.044364147
309,ENST00000005340,1877,0.22379754
310,ENST00000005340,2200,0.27039963
311,ENST00000005340,2286,0.14183736
312,ENST00000005340,2399,0.14183263
313,ENST00000005340,2421,0.19032201
314,ENST00000005340,2425,0.019360883
315,ENST00000005340,2536,0.5117449
316,ENST00000005340,2626,0.081385165
317,ENST00000005340,2672,0.07064847
318,ENST00000005340,2679,0.3491818
319,ENST00000005340,2754,0.7844763
320,ENST00000005340,2815,3.188981e-05
321,ENST00000005340,2828,0.019611554
322,ENST00000005340,2909,0.041550897
323,ENST00000005340,2988,0.00372462
324,ENST00000029410,299,0.114634305
325,ENST00000029410,312,0.07007179
326,ENST00000029410,604,0.005602943
327,ENST00000029410,631,0.9598592
328,ENST00000029410,702,0.0078087547
329,ENST00000029410,870,0.01551494
330,ENST00000029410,889,0.0080692265
331,ENST00000029410,910,0.014414194
332,ENST00000029410,935,0.010432247
333,ENST00000029410,955,0.017539538
334,ENST00000029410,973,0.170415
335,ENST00000029410,1054,0.9762278
336,ENST00000029410,1060,0.035266392
337,ENST00000029410,1065,0.02314661
338,ENST00000029410,1104,0.77963823
339,ENST00000029410,1180,0.06760473
340,ENST00000029410,1201,0.23537706
341,ENST00000029410,1207,0.021857437
342,ENST00000029410,1266,0.6332486
343,ENST00000029410,1339,0.036640245
344,ENST00000029410,1371,0.10147484
345,ENST00000029410,1415,0.028558446
346,ENST00000029410,1420,0.09523217
347,ENST00000029410,1476,0.1895082
348,ENST00000029410,1535,0.97740173
349,ENST00000029410,1544,0.006743144
350,ENST00000029410,1572,0.06750255
351,ENST00000053867,230,0.010574067
352,ENST00000053867,253,0.029500242
353,ENST00000053867,262,0.73535925
354,ENST00000053867,286,0.0071528065
355,ENST00000053867,353,0.28616655
356,ENST00000053867,395,0.34855235
357,ENST00000053867,493,0.92514205
358,ENST00000053867,608,0.0115108
359,ENST00000053867,659,0.2693825
360,ENST00000053867,734,0.018919274
361,ENST00000053867,841,0.03503991
362,ENST00000053867,845,0.0060897497
363,ENST00000053867,1004,0.5764694
364,ENST00000053867,1016,0.027506113
365,ENST00000053867,1061,0.1852873
366,ENST00000053867,1109,0.5725675
367,ENST00000053867,1205,0.05847848
368,ENST00000053867,1241,0.03041937
369,ENST00000053867,1263,0.01189823
370,ENST00000053867,1322,0.05488751
371,ENST00000053867,1451,0.17510715
372,ENST00000053867,1530,0.93362504
373,ENST00000053867,1577,0.81553143
374,ENST00000053867,1589,0.56712306
375,ENST00000053867,1618,0.13299213
376,ENST00000053867,1827,0.7773847
377,ENST00000053867,1844,0.001768103
378,ENST00000053867,1849,0.09879448
379,ENST00000053867,1862,0.66783947
380,ENST00000053867,2012,0.92766994
381,ENST00000053867,2025,0.32016176
382,ENST00000053867,2041,0.97877043
383,ENST00000053867,2053,0.48353735
384,ENST00000053867,2070,0.37269592
385,ENST00000053867,2121,0.0028366589
386,ENST00000053867,2137,0.7985871
387,ENST00000053867,2258,0.7207624
388,ENST00000037243,158,0.01694707
389,ENST00000037243,171,0.69494957
390,ENST00000037243,263,0.010302953
391,ENST00000037243,269,0.42155433
392,ENST00000037243,382,0.07414652
393,ENST00000037243,403,0.053641282
394,ENST00000037243,411,0.8896809
395,ENST00000037243,473,0.06584926
396,ENST00000037243,518,0.061424144
397,ENST00000037243,569,0.098564416
398,ENST00000037243,583,0.022204662
399,ENST00000037243,602,0.18850084
400,ENST00000037243,646,0.6381586
401,ENST00000037243,724,0.11368473
402,ENST00000037243,886,0.04179351
403,ENST00000037243,928,0.757109
404,ENST00000037243,956,0.011150833
405,ENST00000037243,976,0.0034455175
406,ENST00000011619,2414,0.017542927
407,ENST00000011619,2448,0.0004262671
408,ENST00000011619,2521,0.0068759886
409,ENST00000011619,2593,0.13029101
410,ENST00000011619,2686,0.013448275
411,ENST00000011619,2703,0.005037253
412,ENST00000011619,2846,0.0010533663
413,ENST00000011619,2878,0.11367147
414,ENST00000011619,2901,0.8824866
415,ENST00000011619,2914,0.12224716
416,ENST00000011619,2928,0.0009255907
417,ENST00000011619,2958,0.018912803
418,ENST00000014930,178,0.5387863
419,ENST00000014930,232,0.15904997
420,ENST00000014930,393,0.32502714
421,ENST00000014930,475,0.0064326697
422,ENST00000014930,508,0.2789356
423,ENST00000014930,649,0.07186559
424,ENST00000014930,673,0.0064186906
425,ENST00000014930,723,0.06812002
426,ENST00000014930,748,0.9254152
427,ENST00000014930,798,0.9823819
428,ENST00000014930,835,0.0023255267
429,ENST00000037869,149,0.1054524
430,ENST00000037869,203,0.009848567
431,ENST00000037869,308,0.1484452
432,ENST00000037869,401,0.91594976
433,ENST00000037869,412,0.04454826
434,ENST00000037869,428,0.019957803
435,ENST00000037869,454,0.057891287
436,ENST00000037869,784,0.0142856
437,ENST00000037869,811,0.43830776
438,ENST00000037869,835,0.004231422
439,ENST00000037869,944,0.0017123744
440,ENST00000037869,965,0.27251953
441,ENST00000037869,1056,0.5942039
442,ENST00000037869,1068,0.0362867
443,ENST00000037869,1084,0.091597475
444,ENST00000037869,1180,0.8461917
445,ENST00000037869,1191,0.015882375
446,ENST00000037869,1206,0.15563762
447,ENST00000037869,1262,0.00023000728
448,ENST00000037869,1270,0.0013922253
449,ENST00000037869,1275,0.0790866
450,ENST00000037869,1289,0.25963134
451,ENST00000037869,1350,0.10141955
452,ENST00000037869,1416,0.000659112
453,ENST00000037869,1432,0.032556653
454,ENST00000037869,1485,0.00017423934
455,ENST00000037869,1501,0.021017244
456,ENST00000037869,1505,0.0055698636
457,ENST00000037869,1565,0.113890685
458,ENST00000037869,1587,0.05598939
459,ENST00000037869,1774,0.1336283
460,ENST00000012443,127,0.79486793
461,ENST00000012443,156,0.026656872
462,ENST00000012443,199,0.08222449
463,ENST00000012443,212,0.047055498
464,ENST00000012443,230,0.81930524
465,ENST00000012443,275,0.07916159
466,ENST00000012443,377,0.035906747
467,ENST00000012443,455,0.109103575
468,ENST00000012443,488,0.07193996
469,ENST00000012443,590,0.34793538
470,ENST00000012443,599,0.07272807
471,ENST00000012443,613,0.07226436
472,ENST00000012443,636,0.40647995
473,ENST00000012443,661,0.093620785
474,ENST00000012443,701,0.07635339
475,ENST00000012443,711,0.5978798
476,ENST00000012443,787,0.051127438
477,ENST00000012443,802,0.19298945
478,ENST00000012443,827,0.798128
479,ENST00000012443,848,0.0066860304
480,ENST00000012443,889,0.0039318237
481,ENST00000012443,914,0.671568
482,ENST00000012443,923,0.12979859
483,ENST00000012443,1018,0.14884265
484,ENST00000012443,1022,0.06988856
485,ENST00000012443,1031,0.039907325
486,ENST00000012443,1196,0.015748577
487,ENST00000012443,1250,0.059646018
488,ENST00000012443,1355,0.028248826
489,ENST00000012443,1364,0.11865691
490,ENST00000012443,1472,0.025848042
491,ENST00000012443,1505,0.016323645
492,ENST00000012443,1652,0.77580273
493,ENST00000012443,1704,0.81258476
494,ENST00000012443,1802,0.26616797
495,ENST00000012443,1961,0.06730877
496,ENST00000044462,97,0.1319722
497,ENST00000044462,129,0.24202037
498,ENST00000044462,148,0.0076527502
499,ENST00000044462,166,0.12952752
500,ENST00000044462,174,0.13509685
501,ENST00000044462,236,0.081502944
502,ENST00000044462,350,0.6717055
503,ENST00000044462,361,0.27759105
504,ENST00000044462,387,0.28958777
505,ENST00000044462,408,0.031212797
506,ENST00000044462,416,0.95861965
507,ENST00000044462,503,0.042855546
508,ENST00000044462,601,0.2816832
509,ENST00000044462,677,0.006344535
510,ENST00000044462,682,0.041388348
511,ENST00000044462,702,0.019901859
512,ENST00000044462,747,0.1100037
513,ENST00000044462,764,0.003718383
514,ENST00000044462,798,0.00087254954
515,ENST00000044462,816,0.10519577
516,ENST00000044462,836,0.0068688095
517,ENST00000044462,866,0.0023852263
518,ENST00000044462,914,0.07989216
519,ENST00000044462,1024,0.8574887
520,ENST00000044462,1046,0.56945246
521,ENST00000054666,156,0.049825776
522,ENST00000054666,166,0.04004078
523,ENST00000054666,194,0.029470388
524,ENST00000054666,215,0.85645884
525,ENST00000054666,233,0.011211388
526,ENST00000054666,421,0.013014062
527,ENST00000054666,430,0.8298401
528,ENST00000054666,437,0.014522765
529,ENST00000054666,452,0.0019508468
530,ENST00000054666,463,0.044277355
531,ENST00000054666,470,0.025398279
532,ENST00000054666,477,0.1647889
533,ENST00000054666,759,0.12953226
534,ENST00000054666,771,0.0014747131
535,ENST00000054666,815,0.016067948
536,ENST00000054666,828,0.0017477928
537,ENST00000054666,844,0.00022486207
538,ENST00000054666,893,0.17581943
539,ENST00000054666,920,0.09906719
540,ENST00000054666,1040,9.858038e-05
541,ENST00000054666,1065,0.045411684
542,ENST00000054666,1077,0.020640295
543,ENST00000054666,1139,0.019199476
544,ENST00000054666,1169,0.11575991
545,ENST00000054666,1214,0.18588297
546,ENST00000054666,1260,0.029682457
547,ENST00000054666,1321,0.032807063
548,ENST00000054666,1327,0.19413741
549,ENST00000054666,1378,0.9737965
550,ENST00000054666,1433,0.01549443
551,ENST00000054666,1444,0.91457456
552,ENST00000054666,1478,0.012311291
553,ENST00000054666,1484,0.0076210694
554,ENST00000054666,1609,0.116658844
555,ENST00000054666,1670,0.010375271
556,ENST00000054666,1687,0.1630019
557,ENST00000054666,1707,0.035256237
558,ENST00000054666,1759,0.00676987
559,ENST00000054666,1787,0.029079132
560,ENST00000054666,1793,0.036728982
561,ENST00000054666,1835,0.05096919
562,ENST00000054666,1858,0.103176616
563,ENST00000054666,1892,0.15933208
564,ENST00000054666,1927,0.002007785
565,ENST00000054666,2008,0.23394714
566,ENST00000054666,2049,0.24704094
567,ENST00000054666,2057,0.0059578368
568,ENST00000054666,2091,0.008916276
569,ENST00000054666,2100,0.0005006837
570,ENST00000054666,2120,0.0003405361
571,ENST00000054666,2161,0.44784003
572,ENST00000054650,841,0.9728279
573,ENST00000054650,1123,0.0029097502
574,ENST00000055077,110,0.14691658
575,ENST00000055077,116,0.23846531
576,ENST00000055077,165,0.24278395
577,ENST00000055077,224,0.12979153
578,ENST00000055077,298,0.06606258
579,ENST00000055077,307,0.11155364
580,ENST00000055077,372,0.42801288
581,ENST00000055077,389,0.033069108
582,ENST00000055077,491,0.142969
583,ENST00000055077,499,0.011656238
584,ENST00000055077,529,0.11238513
585,ENST00000055077,550,0.06883645
586,ENST00000055077,640,0.28498808
587,ENST00000055077,743,0.3157146
588,ENST00000055077,761,0.033086337
589,ENST00000055077,800,0.0012420664
590,ENST00000055077,973,0.085985035
591,ENST00000055077,999,0.04935251
592,ENST00000055077,1055,0.44369355
593,ENST00000055077,1102,0.02626331
594,ENST00000055077,1133,0.89362377
595,ENST00000055077,1142,0.9563125
596,ENST00000055077,1146,0.090558484
597,ENST00000055077,1228,0.36891076
598,ENST00000055077,1240,0.9351679
599,ENST00000055077,1335,0.01769766
600,ENST00000055077,1358,0.062350877
601,ENST00000055077,1455,0.17334662
602,ENST00000055077,1552,0.089106284
603,ENST00000054950,495,0.66814095
604,ENST00000054950,503,0.024204887
605,ENST00000054950,608,0.0016285196
606,ENST00000054950,681,0.54024315
607,ENST00000054950,715,0.000703235
608,ENST00000054950,828,0.061698675
609,ENST00000054950,840,0.7123484
610,ENST00000054950,845,0.010312205
611,ENST00000054950,895,0.0053887544
612,ENST00000054950,923,0.00075391214
613,ENST00000054950,933,0.13572133
614,ENST00000054950,1086,0.0057300404
615,ENST00000054950,1170,0.07130986
616,ENST00000054950,1176,0.0016593469
617,ENST00000054950,1193,0.00790691
618,ENST00000054950,1215,0.15328012
619,ENST00000054950,1221,0.08239198
620,ENST00000054950,1292,0.86933875
621,ENST00000054950,1489,0.035796788
622,ENST00000054950,1499,0.010552543
623,ENST00000054950,1546,0.046392962
624,ENST00000054950,1553,0.028222546
625,ENST00000054950,1573,0.02073236
626,ENST00000054950,1585,0.070440546
627,ENST00000054950,1590,0.021214763
628,ENST00000054950,1651,0.13471861
629,ENST00000054950,1667,0.010206773
630,ENST00000054950,1764,0.00986609
631,ENST00000054950,1841,0.0007922973
632,ENST00000054950,1981,0.018473703
633,ENST00000054950,1992,0.11452273
634,ENST00000054950,2010,0.010685637
635,ENST00000054950,2031,0.023148634
636,ENST00000054950,2241,0.10441033
637,ENST00000054950,2270,0.71446216
638,ENST00000072869,249,0.94432825
639,ENST00000072869,441,0.9784567
640,ENST00000072869,595,0.038656626
641,ENST00000072869,618,0.094986446
642,ENST00000072869,755,0.93237
643,ENST00000072869,782,0.06963175
644,ENST00000072869,789,0.1793526
645,ENST00000072869,853,0.90887773
646,ENST00000072869,857,0.0195679
647,ENST00000072869,870,0.9492525
648,ENST00000072869,963,0.04537372
649,ENST00000072869,983,0.12480837
650,ENST00000072869,1022,0.013782811
651,ENST00000072869,1148,0.7071103
652,ENST00000072869,1262,0.018592017
653,ENST00000072869,1290,0.03837573
654,ENST00000072869,1433,0.42844775
655,ENST00000072869,1496,0.05813184
656,ENST00000072869,1511,0.026456099
657,ENST00000072869,1526,0.03569755
658,ENST00000072869,1589,0.09459273
659,ENST00000072869,1598,0.81603014
660,ENST00000072869,1688,0.08560018
661,ENST00000072869,1807,0.002462413
662,ENST00000072869,1828,0.040573712
663,ENST00000072869,1844,0.022269148
664,ENST00000072869,1909,0.3949104
665,ENST00000072869,1991,0.6714824
666,ENST00000072869,1998,0.07990306
667,ENST00000072869,2003,0.82543075
668,ENST00000072869,2149,0.78010434
669,ENST00000072869,2167,0.0036586677
670,ENST00000072869,2306,0.32197806
671,ENST00000084795,26,0.0016651299
672,ENST00000084795,32,0.2811165
673,ENST00000084795,118,0.6118672
674,ENST00000084795,233,0.011989508
675,ENST00000084795,256,0.4428474
676,ENST00000084795,262,0.027185494
677,ENST00000084795,294,0.092775844
678,ENST00000084795,319,0.14846386
679,ENST00000084795,389,0.9551763
680,ENST00000084795,475,0.044485666
681,ENST00000084795,495,0.006561312
682,ENST00000084795,566,0.0644615
683,ENST00000084795,570,0.0039197095
684,ENST00000081029,122,0.055549286
685,ENST00000081029,191,0.06592244
686,ENST00000081029,239,0.17128783
687,ENST00000081029,258,0.017192544
688,ENST00000081029,264,0.036232006
689,ENST00000081029,301,0.004984917
690,ENST00000081029,382,0.07253976
691,ENST00000081029,413,0.116465606
692,ENST00000081029,483,0.0918361
693,ENST00000081029,525,0.0935612
694,ENST00000081029,550,0.026933655
695,ENST00000081029,564,0.035654735
696,ENST00000081029,646,0.019027077
697,ENST00000081029,671,0.08548124
698,ENST00000081029,749,0.000337255
699,ENST00000081029,800,0.113676205
700,ENST00000081029,810,0.018457264
701,ENST00000081029,1037,0.0052270526
702,ENST00000081029,1424,0.02201171
703,ENST00000081029,1437,0.3585439
704,ENST00000081029,1538,0.00041497487
705,ENST00000081029,1747,0.121980324
706,ENST00000081029,1771,0.030525742
707,ENST00000078429,3898,0.3496285
708,ENST00000078429,4050,0.014084067
709,ENST00000078429,4063,0.014131427
710,ENST00000078429,4106,0.25770345
711,ENST00000085068,118,0.04678619
712,ENST00000085068,201,0.2432477
713,ENST00000085068,356,0.19597499
714,ENST00000085068,383,0.07419699
715,ENST00000085068,423,0.10068071
716,ENST00000085068,534,0.113278486
717,ENST00000085068,546,0.6579679
718,ENST00000085068,555,0.070043914
719,ENST00000085068,612,0.6503721
720,ENST00000085068,640,0.3317249
721,ENST00000085068,730,0.38368323
722,ENST00000085068,753,0.28619903
723,ENST00000085068,760,0.107671924
724,ENST00000085068,786,0.84772074
725,ENST00000085068,803,0.9564388
726,ENST00000085068,827,0.048295263
727,ENST00000085068,847,0.08910364
728,ENST00000085068,953,0.9755321
729,ENST00000085068,980,0.98633265
730,ENST00000085068,990,0.01413615
731,ENST00000085068,1082,0.9280669
732,ENST00000085068,1090,0.22344823
733,ENST00000085068,1096,0.96111566
734,ENST00000085068,1109,0.041237835
735,ENST00000156109,1080,0.011159166
736,ENST00000156109,1160,0.055879906
737,ENST00000156109,1181,0.2882809
738,ENST00000156109,1301,0.2385639
739,ENST00000156109,1312,0.22204562
740,ENST00000156109,1337,0.034415763
741,ENST00000156109,1366,0.043824203
742,ENST00000156109,1380,0.6947861
743,ENST00000156109,1397,0.036465988
744,ENST00000156109,1493,0.8385725
745,ENST00000156109,1505,0.019328337
746,ENST00000156109,1509,0.02832497
747,ENST00000156109,1518,0.92921585
748,ENST00000156109,1626,0.39745858
749,ENST00000156109,1632,0.960714
750,ENST00000156109,1653,0.056700904
751,ENST00000156109,1672,0.001372017
752,ENST00000156109,1676,0.0038175306
